10.669508525576738,0,0
7.216850551654962,0,1
6.250651955867598,0,2
5.32407221664995,0,3
4.929689067201602,0,4
6.002006018054165,0,5
10.3393179538616,0,6
16.4430290872618,0,7
21.97462387161481,0,8
25.26790371113339,0,9
27.848345035105318,0,10
28.315446339017026,0,11
27.803109327983922,0,12
28.591474423269815,0,13
29.850050150451388,0,14
30.41323971915747,0,15
29.69508525576731,0,16
27.973119358074246,0,17
24.495185556670002,0,18
22.25737211634906,0,19
20.581243731193588,0,20
18.915546639919746,0,21
16.972116349047134,0,22
13.855366098294876,0,23
10.50310932798396,1,0
7.260882647943828,1,1
6.361183550651959,1,2
5.477031093279844,1,3
5.11524573721164,1,4
6.140521564694084,1,5
10.343229689067186,1,6
15.451855566700104,1,7
20.859277833500503,1,8
24.557171514543594,1,9
27.42888665997993,1,10
27.861584754262765,1,11
27.549949849548636,1,12
27.557071213640896,1,13
28.05616850551656,1,14
28.758676028084242,1,15
28.60942828485459,1,16
27.03059177532598,1,17
23.782748244734176,1,18
21.519658976930796,1,19
20.508425275827495,1,20
18.68505516549648,1,21
16.752256770310925,1,22
13.624573721163484,1,23
10.416248746238718,2,0
7.066298896690066,2,1
6.308926780341036,2,2
5.26649949849549,2,3
4.901003009027079,2,4
6.046238716148445,2,5
11.004112337011028,2,6
19.11063189568706,2,7
25.48926780341024,2,8
28.8723169508525,2,9
30.46539618856569,2,10
30.269909729187567,2,11
29.810932798395196,2,12
30.339017051153476,2,13
31.520461384152487,2,14
31.15315947843533,2,15
30.950551654964887,2,16
28.977231695085226,2,17
25.148345035105326,2,18
22.202407221664984,2,19
20.329388164493487,2,20
19.00250752256772,2,21
16.86529588766298,2,22
13.77693079237715,2,23
10.120260782347055,3,0
6.851554663991982,3,1
6.097893681043135,3,2
5.2313941825476515,3,3
4.883450351053157,3,4
5.894884653961882,3,5
10.758575727181524,3,6
18.365596790371107,3,7
24.568505516549674,3,8
27.448545636910698,3,9
29.114944834503504,3,10
